Entidad,Proveedor,Valor (COP),Fecha del Proceso,Año
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,MARIA EUGENIA PEREZ GUTIERREZ,67891171.0,2024-10-16,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,11700000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,9360000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,20000000.0,2024-07-23,2024.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,CLAUDIA CECILIA JACOME RANGEL,5151682.0,2021-05-20,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,20000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LABORATORIO DE ANALISIS Y SERVICIOS TECNICOS S.A.S,13969000.0,2025-09-09,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,17272915.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,3750000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SERVICIOS INDUSTRIALES VILLACORTE S.A.S,59918830.0,2024-08-28,2024.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,SERVIPROYER SAS,19210800.0,2024-12-17,2024.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,MARIA EUGENIA PEREZ GUTIERREZ,47796410.0,2023-09-28,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONSORCIO HG 2025,15445000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,20620000.0,2025-07-01,2025.0
PSS S.A.,VERENA ARIAS ROMERO,9500000.0,2022-11-19,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,12307263.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,112187435.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,46509240.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,4000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INGENIERIA DEL CONTROL DE LA CONTAMINACION AMBIENTAL SAS,14989850.0,2018-12-03,2018.0
INSTITUTO UNIVERSITARIO DE LA PAZ,LA BODEGA ELECTRICA S.A.S,34901300.0,2024-07-29,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ELOISA NIEBLES GOMEZ,17000000.0,2023-12-06,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONSORCIO HG 2025,20160000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SENSOMATIC DEL ORIENTE SAS,19017628.0,2023-11-02,2023.0
INSTITUCION EDUCATIVA CASD JOSE PRUDENCIO PADILLA,MARSAN SERVICES SAS,72130141.0,2023-05-17,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,LUIS IGNACIO BALAGUERA ORTIZ,5993380.0,2024-09-25,2024.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,RVO IPS SAS,7477140.0,2023-08-08,2023.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,MTSCOL,17571000.0,2024-06-19,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,5870307.0,2021-04-14,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANISMO NACIONAL DE ACREDITACION DE COLOMBIA - ONAC,2707515.0,2022-05-02,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MARQUEZ ASOCIADOS S.A.S.,5990000.0,2024-07-23,2024.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,MARIA EUGENIA PEREZ GUTIERREZ,59285800.0,2022-10-04,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MESSER COLOMBIA S.A.,11442700.0,2022-09-29,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,3500000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ST&P ING SAS,15005644.0,2025-08-20,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MARQUEZ ASOCIADOS S.A.S.,11700000.0,2024-07-23,2024.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,TECNOLOQUIMICA S.A.S,10172000.0,2023-06-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,41829979.0,2019-06-10,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,9360000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,15080000.0,2024-07-23,2024.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,DISTRILIBROS J.E.C. LIBRERIA,9866250.0,2022-06-13,2022.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",EMPRESA ASOCIATIVA DE TRABAJO ELECTRICO Y MANTENIMIENTO FUNITEL,30850400.0,2021-12-01,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,J&M SOLUCIONES SEGURAS S.A.S,23741877.0,2019-09-30,2019.0
PSS S.A.,MONTAJES MUEBLES Y SERVICIOS,7900000.0,2022-10-26,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,20000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CENTRAL DE HERRAMIENTAS DE COLOMBIA SAS,6485000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,5000000.0,2023-07-27,2023.0
INSTITUCION EDUCATIVA TECNICO SUPERIOR DE COMERCIO,NELSON DAVID ARANGO MONSALVE,26998000.0,2022-12-23,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,10350000.0,2019-06-10,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GARNICA INVERSIONES LOGISTICA Y SUMINISTROS S.A.S.,12000000.0,2022-07-27,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,9000000.0,2023-07-27,2023.0
PSS S.A.,MODAS ROUSS,4017000.0,2022-08-10,2022.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,JAIRO OSORIO CABALLERO,32123744.0,2023-03-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DEICY BRAVO JOJOA,15445000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DISTRIBUCIONES C.E.L,2750000.0,2020-09-08,2020.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,LA PREVISORA S.A. COMPANIA DE SEGUROS,18126606.0,2023-06-15,2023.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,ALMACEN AGROPECUARIO ANIMAL CITY,6360000.0,2025-03-27,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,11000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,28279804.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,17272915.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,111190802.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CENTRAL DE HERRAMIENTAS DE COLOMBIA SAS,5500000.0,2022-08-08,2022.0
PSS S.A.,JENNY KATHERINE HOYA FLOREZ,3450000.0,2022-09-09,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MARQUEZ ASOCIADOS S.A.S.,16020000.0,2024-07-23,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CORBIS,365210000.0,2023-07-26,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,GROUP CONSTRUCCIONES M&M LTDA,177628900.0,2022-09-02,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,9000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,31624114.0,2022-08-08,2022.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",TALLER DE REFRIGERACION IRIARTE E HIJOS,21400000.0,2023-11-17,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRUPO CAF TECNOLOGIA,9140000.0,2023-12-01,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DANIEL TARAZONA,7300000.0,2019-06-26,2019.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,BESTEK SAS,11000000.0,2024-05-14,2024.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,DAVID MAURICIO ZAPATA SANCHEZ,39800000.0,2025-04-03,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",INSTITUTO COLOMBIANO DE NORMAS TECNICAS Y CERTIFICACION,2618595.0,2022-11-30,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,48576525.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANDESOL S.A E.S.P,2793590.0,2019-05-27,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,QUIMITRONICA SAS,46919337.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,AGROFUMIGACION INDUSTRIAL S.A.S.,1566200.0,2023-08-03,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,14000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,2800000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,6183994.0,2019-06-26,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,INGENIERIA Y ALQUILERES MD S.A.S.,298311937.0,2022-01-18,2022.0
CONCEJOBARRANCA,SUPRISA S.A.S,5679525.0,2024-09-13,2024.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CLAUDIA CECILIA JACOME RANGEL,31408860.0,2023-08-01,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,11574000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,48576525.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,6000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,7200000.0,2023-07-27,2023.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,QUANTUM CONSTRUCTORA E INGENIERIA S.A.S,23450000.0,2024-11-27,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,7200000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,2015000.0,2019-06-26,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,GRAN COMERCIALIZADORA DE SANTANDER SAS,27983657.0,2024-08-21,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,5000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,46509240.0,2024-07-23,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",MIS INGENIERIA S.A.S,1380633371.0,2024-12-24,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,6400000.0,2019-06-26,2019.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",NEGOCIOS E INVERSIONES SINGS,25531141.0,2023-09-06,2023.0
COLEGIO JOSE ANTONIO GALAN,CARLOS AUGUSTO HERNANDEZ SANCHEZ,29709960.0,2024-10-22,2024.0
INSTITUTO UNIVERSITARIO DE LA PAZ,INCONEL SAS,155670360.0,2025-01-22,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,FESTO S.A.S,303846747.0,2023-06-14,2023.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,CLAUDIA CECILIA JACOME RANGEL,7000000.0,2018-02-28,2018.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PAULO CESAR CARVAJAL LARA,12698385.0,2018-11-26,2018.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONSORCIO HG 2025,58682000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,25661067.0,2023-08-02,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,METALMECAMICA MUNOZ SAS,30521267.0,2022-06-21,2022.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,UT ADECUACIONES ITTB 2023,2181151152.0,2023-08-15,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,149937264.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MARQUEZ ASOCIADOS S.A.S.,15720000.0,2024-07-23,2024.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,ESTACION DE SERVICIOS SAN SILVESTRE,154000000.0,2022-03-04,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONSORCIO HG 2025,16655594.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,10000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRAN COMERCIALIZADORA DE SANTANDER SAS,9220000.0,2023-12-01,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRANJA APICOLA DEL BISABUELO EMILIO S.A.S.,3500000.0,2021-08-19,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,151864156.0,2022-10-27,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,6325000.0,2022-08-08,2022.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,ASEGURADORA SOLIDARIA DE COLOMBIA ENTIDAD COOPERATIVA.,18529700.0,2024-04-08,2024.0
INSTITUTO UNIVERSITARIO DE LA PAZ,MARCO ANTONIO FLORIAN,14280000.0,2025-01-24,2025.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,PRODUCTOS DIGITALES Y CONSTRUCTORES SAS,2013185.0,2021-12-27,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,7000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,21348000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,6485000.0,2022-08-08,2022.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,BESTEK SAS,27780000.0,2022-09-07,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,EMPRESARIALMENTE ASOCIADOS - EMA SAS,25482660.0,2023-12-11,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",AMERICANA DE SERVICIOS LTDA,424684968.0,2025-05-21,2025.0
INSTITUCION EDUCATIVA TECNICO SUPERIOR DE COMERCIO,NELSON DAVID ARANGO MONSALVE,26998000.0,2022-12-13,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,11000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,6032800.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,149937264.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ELOISA NIEBLES GOMEZ,50000000.0,2020-06-26,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,20620000.0,2025-07-01,2025.0
INSTITUTO UNIVERSITARIO DE LA PAZ,FONDO DE EMPLEADOS DEL INSTITUTO UNIVERSITARIO DE LA PAZ LIMITADA - FEDUPAZ LTDA,162822500.0,2022-06-13,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,BESTEK SAS,131000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,57000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,JAIRO OSORIO CABALLERO,14480334.0,2020-04-27,2020.0
INSTITUTO UNIVERSITARIO DE LA PAZ,DISTRILIBROS J.E.C. LIBRERIA,241118764.0,2024-06-19,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,6183994.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,12228000.0,2020-10-01,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,8706608.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,20000000.0,2025-07-01,2025.0
INSTITUTO UNIVERSITARIO DE LA PAZ,SATELITE GLOBAL SG SAS,71031005.0,2022-09-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,TELARES MEDELLIN HOGAR SAS,7147890.0,2020-10-08,2020.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",NATIONAL SECURITY LTDA,950541134.0,2024-03-21,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,168103492.0,2024-09-17,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRUPO MAROEL & CIA S.A.S,2000000.0,2021-04-28,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INGECAD PARTS SAS,5900000.0,2019-12-19,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,2800000.0,2019-06-26,2019.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",NITRO FUMIGACIONES Y EXTINTORES,16580000.0,2024-12-13,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,28279804.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,QUIMITRONICA SAS,25661067.0,2023-08-02,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,LA BODEGA ELECTRICA S.A.S,14268000.0,2024-10-29,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,9000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,EQUISUMINISTROS Y CONSTRUCCIONES SAS,58682000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CARLOS ENRIQUEZ CALVETE,8445160.0,2022-09-29,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,15445000.0,2025-07-01,2025.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,ASEGURADORA SOLIDARIA DE COLOMBIA ENTIDAD COOPERATIVA.,52873277.0,2023-07-13,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,GROUP CONSTRUCCIONES M&M LTDA,185208800.0,2021-11-08,2021.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,MARIA EUGENIA PEREZ GUTIERREZ,59900000.0,2025-08-06,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,1600000.0,2019-06-26,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,COMPULASER LGD SAS,30030000.0,2023-03-16,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",BESTEK SAS,34030430.0,2024-09-04,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PEARSON EDUCACION DE COLOMBIA SAS,38308961.0,2022-09-02,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,16020000.0,2024-07-23,2024.0
CONCEJOBARRANCA,CRECER,20000000.0,2021-12-28,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,93680000.0,2023-11-23,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SENSOMATIC DEL ORIENTE SAS,31058747.0,2024-11-26,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,AYRCOL,23913000.0,2021-04-21,2021.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,SEGURIDAD PLATINUM LTDA,22397349.0,2021-10-26,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,4500000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,3815616.0,2020-07-27,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,34798091.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,68766101.0,2023-07-27,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,LUIS IGNACIO BALAGUERA ORTIZ,30817137.0,2023-11-21,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,28279804.0,2024-07-23,2024.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,LA EQUIDAD SEGUROS GENERALES ORGANISMO COOPERATIVO,20363206.0,2022-09-09,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,8250000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VALENTUS SAS,28279804.0,2024-07-23,2024.0
INSTITUTO UNIVERSITARIO DE LA PAZ,TORMET AMBIENTE Y DESARROLLO SAS,2889480.0,2025-09-03,2025.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,WORKSAIT SAS,49903412.0,2021-12-20,2021.0
INSTITUTO UNIVERSITARIO DE LA PAZ,MARQUETINGNET SAS,39363502.0,2021-09-01,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,24403926.0,2019-06-26,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,COMPULASER LGD SAS,10230000.0,2023-11-30,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,16500000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,6032800.0,2019-06-26,2019.0
